# Program:featureCounts v1.4.4; Command:"/home/jdblischak/src/subread-1.4.4-Linux-x86_64/bin/featureCounts" "-a" "data/genome/exons_ERCC92.saf" "-F" "SAF" "-o" "data/umi/two_cell.counts.txt" "data/umi/two_cell.sorted.bam" "data/umi/two_cell.umi.bam" 	# Program:featureCounts v1.4.4; Command:"/home/jdblischak/src/subread-1.4.4-Linux-x86_64/bin/featureCounts" "-a" "data/genome/exons_ERCC92.saf" "-F" "SAF" "-o" "data/population/NA19239_yale.counts.txt" "data/population/NA19239_yale.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	data/umi/two_cell.sorted.bam	data/umi/two_cell.umi.bam	data/population/NA19239_yale.sorted.bam
ENSG00000263146	chr18	76736555	76739074	-	2520	0	0	0
ENSG00000186930	chr21	31970909	31971219	-	311	0	0	0
ENSG00000229419	chr9	108282409	108288640	+	6232	0	0	0
ENSG00000264366	chrX	86740882	86740963	-	82	0	0	0
ENSG00000251347	chr8	93984803	93986966	+	2164	0	0	0
ENSG00000228340	chr20	58662895	59102516	+	439622	328	7	97
ENSG00000270625	chrX	118356527	118357208	-	682	0	0	4
ENSG00000254392	chr8	51403355	51404025	+	671	0	0	0
ENSG00000250906	chr4	40814796	40828168	+	13373	0	0	0
ENSG00000237506	chrX	86958277	86959307	-	1031	9	7	12
ENSG00000145348	chr4	106962756	107242652	-	279897	10933	46	262
ENSG00000253690	chr8	28107580	28196772	-	89193	40	13	40
ENSG00000186924	chr21	31973414	31973612	+	199	0	0	0
ENSG00000207195	chr4	40828672	40828782	-	111	0	0	0
ENSG00000221305	chr8	7946463	7946611	-	149	0	0	0
ENSG00000252583	chrX	146331669	146331748	-	80	0	0	0
ENSG00000246662	chr8	94225531	94712661	-	487131	256	18	18
ENSG00000267655	chr18	76877207	76877920	+	714	0	0	0
ENSG00000238351	chr4	40870886	40870987	-	102	0	0	0
ENSG00000244427	chr8	7953468	7954248	+	781	39	3	7
ENSG00000214992	chrX	118383309	118391633	-	8325	0	0	0
ENSG00000260375	chr15	62547885	62548620	-	736	0	0	0
ENSG00000201736	chr4	40992171	40992290	+	120	0	0	0
ENSG00000184724	chr21	31985750	31986249	-	500	0	0	0
ENSG00000212013	chrX	146340278	146340368	-	91	0	0	0
ENSG00000271205	chrX	86978089	86978238	-	150	0	0	0
ENSG00000267628	chr18	77013577	77014856	-	1280	0	0	0
ENSG00000199790	chr4	41086624	41086730	+	107	0	0	0
ENSG00000261296	chr15	62566362	62570564	+	4203	0	0	2
ENSG00000254311	chr8	7974267	7974471	-	205	0	0	4
ENSG00000239198	chr8	28157200	28158083	+	884	0	0	0
ENSG00000254358	chr8	51675020	51675358	-	339	0	0	0
ENSG00000207198	chr4	41115959	41116062	+	104	0	0	0
ENSG00000267015	chr18	77100258	77103972	-	3715	0	0	0
ENSG00000099991	chr22	24407642	24574596	+	166955	927	16	820
ENSG00000244624	chr21	31988750	31989003	+	254	0	0	0
ENSG00000270446	chrX	87061433	87061769	-	337	0	0	0
ENSG00000254370	chr8	28273041	28277572	-	4532	0	0	0
ENSG00000251173	chr4	41222091	41258744	-	36654	12	7	4
ENSG00000260957	chr15	62576389	62577205	+	817	0	0	0
ENSG00000212014	chrX	146341170	146341244	-	75	0	0	0
ENSG00000221027	chr8	7996350	7996453	-	104	0	0	0
ENSG00000267287	chr18	77336460	77349010	+	12551	0	0	0
ENSG00000230392	chrX	118425492	118469573	+	44082	1	1	0
ENSG00000206105	chr21	31992946	31993169	+	224	0	0	0
ENSG00000208000	chrX	146342050	146342143	-	94	0	0	0
ENSG00000259557	chr15	62654228	62654530	-	303	0	0	7
ENSG00000088836	chr20	3208063	3219836	-	11774	0	0	6
ENSG00000249188	chr8	8011830	8074438	+	62609	1	1	3
ENSG00000207361	chr8	28273965	28274068	+	104	0	0	0
ENSG00000207481	chr4	41305254	41305354	-	101	0	0	1
ENSG00000253340	chr8	51772090	51772622	+	533	0	0	4
ENSG00000267409	chr18	77370747	77372303	+	1557	0	0	0
ENSG00000259756	chr15	62975115	62982647	-	7533	0	0	0
ENSG00000239627	chr4	41391132	41391610	+	479	0	0	0
ENSG00000184032	chr21	32007555	32007938	+	384	0	0	0
ENSG00000253567	chr8	28304781	28313419	+	8639	0	0	0
ENSG00000271056	chrX	87062549	87064883	-	2335	1	1	0
ENSG00000265317	chr15	63079006	63079093	+	88	0	0	0
ENSG00000178412	chr18	77398928	77439745	-	40818	3	3	38
ENSG00000228317	chr9	108316316	108320310	-	3995	1	1	2
ENSG00000249216	chr4	41690875	41694814	-	3940	0	0	0
ENSG00000207641	chrX	146353853	146353926	-	74	0	0	0
ENSG00000207802	chr20	58883532	58883625	+	94	0	0	0
ENSG00000211137	chr15	63116156	63116240	+	85	0	0	0
ENSG00000206104	chr21	32015183	32015455	+	273	0	0	0
ENSG00000226661	chrX	118490264	118527558	-	37295	5	2	3
ENSG00000207868	chrX	146360765	146360862	-	98	0	0	0
ENSG00000230706	chrX	87316591	87317845	-	1255	0	0	0
ENSG00000229690	chr20	58989454	58989930	-	477	0	0	0
ENSG00000249081	chr4	41724555	41725529	-	975	0	0	0
ENSG00000227814	chrX	118513675	118514067	+	393	0	0	0
ENSG00000266901	chr18	77462721	77463651	-	931	0	0	0
ENSG00000260275	chr15	89581208	89581517	-	310	0	0	0
ENSG00000201316	chr8	51927581	51927725	+	145	0	0	0
ENSG00000266140	chr20	59053169	59053239	+	71	0	0	0
ENSG00000253664	chr8	52170248	52233678	+	63431	4	3	0
ENSG00000231068	chr21	32090843	32091095	-	253	0	0	0
ENSG00000253893	chr8	8025341	8084136	-	58796	7	5	0
ENSG00000266924	chr18	77547121	77551432	+	4312	0	0	0
ENSG00000265251	chr8	28362633	28362699	-	67	0	0	0
ENSG00000259370	chr15	63124323	63176233	-	51911	1	1	2
ENSG00000260123	chr15	89584454	89626050	+	41597	1	1	0
ENSG00000250467	chr4	41750310	41826136	+	75827	0	0	2
ENSG00000206190	chr15	25922420	26110317	-	187898	5	4	8
ENSG00000207866	chrX	146363461	146363548	-	88	0	0	0
ENSG00000265617	chr20	59139620	59139683	+	64	0	0	0
ENSG00000237903	chrX	118556880	118557510	+	631	0	0	0
ENSG00000104643	chr8	11141925	11185646	+	43722	0	0	116
ENSG00000267780	chr18	77552726	77576365	+	23640	3	2	2
ENSG00000261035	chr20	59387060	59389267	-	2208	0	0	0
ENSG00000254025	chr8	52348162	52349069	+	908	0	0	0
ENSG00000261407	chr15	89630309	89631498	-	1190	0	0	0
ENSG00000249122	chr4	41752362	41759358	+	6997	0	0	0
ENSG00000202411	chr8	28387928	28388036	+	109	0	0	0
ENSG00000230956	chrX	87351394	87352226	-	833	0	0	227
ENSG00000187026	chr21	32119112	32119551	-	440	0	0	0
ENSG00000229755	chr20	59652280	59652872	-	593	0	0	0
ENSG00000200338	chr4	41773962	41774120	-	159	0	0	0
ENSG00000228366	chr9	108472571	108473062	-	492	0	0	0
ENSG00000207867	chrX	146366159	146366246	-	88	0	0	0
ENSG00000165487	chr13	22066836	22178353	-	111518	6625	42	270
ENSG00000239151	chr15	89664010	89664071	+	62	0	0	0
ENSG00000229606	chr20	59654196	59655235	+	1040	0	0	0
ENSG00000259727	chr15	63188011	63191742	+	3732	0	0	0
ENSG00000246339	chr8	28553718	28558981	-	5264	0	0	0
ENSG00000228855	chrX	146673130	146673427	-	298	0	0	0
ENSG00000187005	chr21	32127439	32127746	-	308	0	0	0
ENSG00000249745	chr4	41844171	41845967	-	1797	2	1	13
ENSG00000232486	chr9	108520445	108523036	+	2592	0	0	0
ENSG00000259699	chr15	89678778	89679726	-	949	0	0	0
ENSG00000254225	chr8	52634230	52634724	-	495	0	0	0
ENSG00000261126	chr18	77806900	77853362	+	46463	0	0	0
ENSG00000225106	chr20	60313275	60330112	-	16838	0	0	0
ENSG00000259394	chr15	63245372	63246323	+	952	233	27	570
ENSG00000183640	chr21	32185016	32185570	-	555	0	0	0
ENSG00000227505	chrX	146882523	146882820	+	298	67	4	17
ENSG00000207175	chrX	118557705	118557868	+	164	0	0	0
ENSG00000221417	chr20	60528602	60528718	-	117	0	0	0
ENSG00000272076	chr8	52722670	52723241	-	572	0	0	0
ENSG00000164113	chr4	123300121	123350957	+	50837	9	5	2
ENSG00000264952	chrX	118558028	118558079	+	52	0	0	0
ENSG00000259498	chr15	63338233	63341586	-	3354	0	0	0
ENSG00000245870	chr4	41878498	41884628	-	6131	0	0	0
ENSG00000259948	chr15	89744322	89744999	-	678	0	0	0
ENSG00000266420	chrX	118568482	118568781	+	300	0	0	0
ENSG00000235018	chr20	60612485	60613012	-	528	0	0	0
ENSG00000271175	chrX	146894251	146894492	-	242	0	0	0
ENSG00000182591	chr21	32252966	32253874	-	909	0	0	0
ENSG00000252147	chrX	118590521	118590621	+	101	0	0	0
ENSG00000173295	chr8	8086117	8102387	+	16271	0	0	14
ENSG00000253475	chr8	52808517	52808934	-	418	0	0	0
ENSG00000265306	chr20	60639858	60639941	+	84	0	0	0
ENSG00000259627	chr15	63362224	63364110	-	1887	0	0	0
ENSG00000261441	chr15	89878284	89879392	+	1109	0	0	2
ENSG00000264105	chr4	160049954	160050046	-	93	0	0	0
ENSG00000224281	chrX	118599997	118603061	-	3065	0	0	2
ENSG00000202051	chrX	146908797	146908902	+	106	0	0	0
ENSG00000266909	chr18	77835609	77836161	+	553	0	0	0
ENSG00000206102	chr21	32410478	32410795	-	318	0	0	0
ENSG00000259672	chr15	63391069	63402602	+	11534	1	1	0
ENSG00000227083	chrX	146981696	146982977	-	1282	0	0	0
ENSG00000216089	chr4	160216866	160216935	+	70	0	0	0
ENSG00000267251	chr18	77941563	77960875	+	19313	0	0	0
ENSG00000249771	chr4	41885077	41896596	-	11520	0	0	0
ENSG00000248552	chr4	160296251	160296474	-	224	0	0	0
ENSG00000228801	chr8	52811885	52859733	+	47849	6	3	28
ENSG00000254034	chr8	28655659	28656986	+	1328	0	0	0
ENSG00000259459	chr15	63682335	63729347	+	47013	2	2	1
ENSG00000250180	chr4	160319685	160322398	+	2714	0	0	0
ENSG00000198901	chr15	91509270	91538859	-	29590	2	1	102
ENSG00000249887	chr4	41926197	41926397	+	201	0	0	0
ENSG00000242958	chr8	28667620	28667935	+	316	0	0	0
ENSG00000228948	chr9	108611991	108613706	+	1716	0	0	0
ENSG00000125354	chrX	118749687	118827333	-	77647	38575	201	3916
ENSG00000251979	chr4	160428047	160428180	-	134	0	0	0
ENSG00000211578	chrX	118780701	118780811	-	111	0	0	0
ENSG00000164144	chr4	153701089	153839615	+	138527	19	10	150
ENSG00000250488	chr4	160587655	160698936	-	111282	6	1	5
ENSG00000259268	chr15	63748493	63761550	-	13058	0	0	1
ENSG00000259196	chr8	28807193	28813472	+	6280	0	0	0
ENSG00000272862	chr4	41990758	41991254	-	497	0	0	0
ENSG00000225002	chr9	108823635	108827106	-	3472	0	0	0
ENSG00000250997	chr4	161442981	161443463	-	483	0	0	0
ENSG00000206622	chrX	118921316	118921447	-	132	0	0	0
ENSG00000249212	chr4	42031226	42032140	+	915	0	0	0
ENSG00000151615	chr4	147560045	147563626	+	3582	0	0	0
ENSG00000200719	chr8	28906011	28906121	-	111	0	0	0
ENSG00000249425	chr4	161460406	161507969	+	47564	1	1	1
ENSG00000232401	chr21	43136596	43137740	+	1145	0	0	0
ENSG00000227285	chrX	119055224	119056803	-	1580	0	0	2
ENSG00000242635	chr4	161739574	161740021	+	448	0	0	0
ENSG00000250781	chr4	42283847	42393285	-	109439	20	6	6
ENSG00000221362	chr4	161925029	161925110	-	82	0	0	0
ENSG00000236883	chr21	43159533	43161468	+	1936	0	0	0
ENSG00000252016	chrX	87403793	87403919	+	127	0	0	0
ENSG00000249568	chr4	162300105	162309569	+	9465	0	0	0
ENSG00000271693	chrX	87624344	87624460	+	117	0	0	2
ENSG00000255571	chr15	89904810	89939471	+	34662	4	3	1
ENSG00000236545	chr21	43290742	43292163	+	1422	0	0	0
ENSG00000268066	chrX	146990949	146993335	-	2387	0	0	2
ENSG00000271157	chrX	88082555	88084859	-	2305	0	0	0
ENSG00000249419	chr4	162943885	162968719	+	24835	0	0	0
ENSG00000227698	chr21	43294865	43297722	-	2858	0	0	0
ENSG00000266058	chr4	42448007	42448089	+	83	0	0	0
ENSG00000205808	chr9	4662298	4665256	+	2959	0	0	0
ENSG00000240167	chr4	42473827	42474397	+	571	0	0	0
ENSG00000167315	chr18	47309869	47340330	-	30462	6346	26	513
ENSG00000251778	chr21	43302314	43302409	+	96	0	0	0
ENSG00000251253	chr4	163243340	163245059	+	1720	0	0	11
ENSG00000272024	chr8	52862844	52863250	+	407	0	0	1
ENSG00000198768	chr20	57034157	57090187	-	56031	0	0	10
ENSG00000253844	chr8	52874018	52935534	+	61517	0	0	3
ENSG00000234323	chr9	109040673	109367076	+	326404	21	6	9
ENSG00000248396	chr4	163442834	163443193	+	360	0	0	0
ENSG00000237232	chr21	43429303	43445060	+	15758	1	1	9
ENSG00000248283	chr4	42563474	42564442	-	969	0	0	0
ENSG00000248431	chr4	163661820	163663200	+	1381	0	0	0
ENSG00000251123	chr4	163905947	163906568	+	622	0	0	0
ENSG00000250027	chr4	164029937	164041117	+	11181	0	0	2
ENSG00000183090	chr4	144498455	144621828	-	123374	1	1	7
ENSG00000102678	chr13	22245522	22278637	+	33116	2	2	2
ENSG00000223262	chr21	43641283	43641396	+	114	0	0	0
ENSG00000085871	chr4	140586922	140661899	+	74978	10874	93	400
ENSG00000182378	chrX	192989	220023	+	27035	531	15	634
ENSG00000260519	chr4	42659513	42659945	+	433	0	0	0
ENSG00000216197	chr21	43720384	43720455	-	72	0	0	0
ENSG00000252619	chr21	43837606	43837702	-	97	0	0	0
ENSG00000251517	chr4	42708124	42709352	+	1229	0	0	1
ENSG00000250547	chr4	164186727	164187735	-	1009	0	0	3
ENSG00000229297	chr9	109346423	109354233	-	7811	0	0	0
ENSG00000239930	chr21	43916649	43917553	+	905	0	0	0
ENSG00000252595	chr4	42894413	42894635	+	223	0	0	0
ENSG00000227283	chr4	164303331	164303668	+	338	0	0	0
ENSG00000248939	chr4	43135884	43236973	+	101090	5	2	1
ENSG00000264535	chr4	164444444	164444538	+	95	0	0	0
ENSG00000207819	chr15	89911248	89911337	+	90	0	0	0
ENSG00000106993	chr9	4679559	4708398	+	28840	0	0	105
ENSG00000231867	chr21	43928734	43929771	+	1038	0	0	0
ENSG00000273449	chr4	164450923	164451849	+	927	0	0	0
ENSG00000224656	chrX	47577401	47578498	-	1098	0	0	0
ENSG00000250657	chr4	43342892	43347617	+	4726	0	0	0
ENSG00000259218	chr15	90048508	90067265	-	18758	0	0	1
ENSG00000253001	chr4	164749952	164750265	-	314	0	0	0
ENSG00000235772	chr21	43980484	43982044	-	1561	0	0	0
ENSG00000237062	chr9	109377359	109378087	-	729	0	0	0
ENSG00000259366	chr8	28913452	28914202	+	751	0	0	0
ENSG00000177803	chr4	164853678	164854334	+	657	0	0	0
ENSG00000229968	chrX	47636226	47638096	-	1871	0	0	0
ENSG00000213851	chr4	43412058	43412954	-	897	958	84	706
ENSG00000264392	chrX	119058424	119058513	-	90	0	0	0
ENSG00000225431	chr21	44019390	44035168	-	15779	0	0	2
ENSG00000232576	chrX	88163404	88163764	+	361	0	0	32
ENSG00000234493	chrX	119144675	119149501	-	4827	0	0	0
ENSG00000259248	chr15	63836446	63893788	-	57343	0	0	1
ENSG00000234229	chr9	109378339	109464943	+	86605	6	3	2
ENSG00000099994	chr22	24577227	24585078	+	7852	0	0	1
ENSG00000250746	chr4	165109463	165111519	+	2057	0	0	0
ENSG00000248143	chr4	43459544	43494560	-	35017	1	1	1
ENSG00000261478	chr15	90052192	90053647	+	1456	0	0	0
ENSG00000270745	chrX	88237216	88237354	-	139	0	0	0
ENSG00000235023	chr21	44068381	44071354	-	2974	1	1	0
ENSG00000259607	chr8	28924796	28925971	+	1176	0	0	0
ENSG00000251501	chr4	43588345	43590114	+	1770	0	0	0
ENSG00000224065	chrX	88622434	88622599	-	166	0	0	1
ENSG00000248546	chr4	165118159	165118863	-	705	0	0	0
ENSG00000239464	chr4	43600559	43600854	-	296	0	0	10
ENSG00000188459	chrX	47657325	47664188	+	6864	5527	29	280
ENSG00000254129	chr8	28968090	28998246	+	30157	0	0	0
ENSG00000253960	chr8	94228154	94247107	-	18954	0	0	0
ENSG00000239679	chr4	43865291	43865563	+	273	0	0	0
ENSG00000169744	chr4	16503164	16900432	-	397269	72	24	13
ENSG00000225012	chrX	88678737	88701982	+	23246	165	10	9
ENSG00000254089	chr8	94271895	94310204	+	38310	0	0	0
ENSG00000251162	chr4	165518871	165519128	+	258	0	0	0
ENSG00000224401	chrX	47700362	47701101	-	740	0	0	0
ENSG00000124399	chr4	43900474	43901368	+	895	1538	36	18
ENSG00000266997	chr18	47322163	47363993	-	41831	0	0	0
ENSG00000221005	chrX	89045334	89045450	+	117	0	0	0
ENSG00000222416	chr8	94453505	94453612	+	108	0	0	0
ENSG00000258545	chrX	119170201	119280760	+	110560	0	0	6
ENSG00000223037	chr4	165541884	165541989	+	106	0	0	0
ENSG00000238068	chrX	47915699	47925971	+	10273	0	0	0
ENSG00000169118	chr15	64457716	64648442	-	190727	3	3	288
ENSG00000227581	chrX	89294212	89294833	-	622	0	0	2
ENSG00000253781	chr8	94658294	94659320	+	1027	0	0	0
ENSG00000156299	chr21	32490734	32932290	-	441557	2381	50	63
ENSG00000248162	chr4	165646462	165647858	+	1397	0	0	0
ENSG00000238473	chrX	47941136	47941239	+	104	0	0	0
ENSG00000081014	chr15	51200869	51298097	+	97229	1869	37	185
ENSG00000200131	chr9	109442258	109442610	+	353	0	0	0
ENSG00000271971	chr8	94727606	94728341	-	736	0	0	0
ENSG00000226081	chrX	89367649	89368705	+	1057	0	0	44
ENSG00000259589	chr15	63967345	64005957	+	38613	0	0	0
ENSG00000264328	chr8	29000210	29000484	+	275	0	0	0
ENSG00000250863	chr4	43982023	43983637	-	1615	0	0	0
ENSG00000102683	chr13	23755091	23899304	+	144214	5	5	10
ENSG00000228143	chr9	109484631	109485211	+	581	0	0	25
ENSG00000253854	chr8	94731802	94733395	+	1594	0	0	0
ENSG00000253770	chr8	29076422	29076989	+	568	0	0	0
ENSG00000251350	chr4	44018878	44024080	+	5203	0	0	0
ENSG00000227434	chrX	89464795	89465419	-	625	0	0	0
ENSG00000101180	chr20	60790026	60795323	-	5298	1	1	0
ENSG00000253722	chr8	94745444	94746250	+	807	0	0	0
ENSG00000268941	chr20	57209828	57210772	+	945	0	0	0
ENSG00000228139	chrX	119251552	119253610	-	2059	0	0	0
ENSG00000248771	chr4	165675216	165724947	+	49732	5	3	4
ENSG00000266496	chr4	44450022	44450127	+	106	0	0	0
ENSG00000199156	chr15	64163129	64163218	-	90	0	0	0
ENSG00000171483	chrX	47967367	47980068	+	12702	3	2	1
ENSG00000229667	chrX	89544535	89544902	-	368	1	1	2
ENSG00000253848	chr8	94753421	94756762	+	3342	0	0	1
ENSG00000212034	chr8	29127491	29127578	-	88	0	0	0
ENSG00000251159	chr4	44535632	44535897	+	266	0	0	0
ENSG00000254057	chr8	94846682	94858971	-	12290	1	1	1
ENSG00000201050	chr4	165708442	165708548	+	107	0	0	0
ENSG00000273369	chr4	44695963	44696403	-	441	0	0	0
ENSG00000119487	chr9	128199672	128469513	-	269842	5965	86	1461
ENSG00000254387	chr8	94861789	94862303	+	515	0	0	156
ENSG00000212276	chr9	109606030	109606147	-	118	0	0	0
ENSG00000272936	chr4	44706422	44706982	+	561	0	0	0
ENSG00000233382	chrX	119254863	119379122	-	124260	1982	13	41
ENSG00000264448	chr8	94927962	94928910	-	949	0	0	0
ENSG00000137473	chr4	147627790	147867034	-	239245	5	3	9
ENSG00000178605	chrX	220025	230886	-	10862	357	7	307
ENSG00000249729	chr4	44842397	44843419	-	1023	0	0	0
ENSG00000248329	chr4	165798156	165820117	+	21962	2	2	78
ENSG00000230782	chr9	109737114	109865269	-	128156	3	1	0
ENSG00000251234	chr8	94951592	94955105	-	3514	1	1	6
ENSG00000120251	chr4	158125334	158287227	+	161894	9	4	1
ENSG00000147853	chr9	4711155	4742043	-	30889	10690	48	349
ENSG00000248987	chr4	44946032	44946978	-	947	0	0	0
ENSG00000230241	chrX	47995036	47995537	-	502	0	0	0
ENSG00000231562	chr9	109741057	109741835	-	779	0	0	0
ENSG00000250496	chr4	99943462	99944282	-	821	0	0	0
ENSG00000240509	chr8	94969566	94969919	-	354	9787	86	920
ENSG00000233139	chrX	48013296	48015369	-	2074	0	0	0
ENSG00000272777	chr4	99988407	99989276	-	870	0	0	4
ENSG00000263855	chr8	94986082	94986151	+	70	0	0	0
ENSG00000201517	chrX	48013408	48013502	-	95	0	0	0
ENSG00000250227	chr4	165836717	165838135	+	1419	0	0	13
ENSG00000253585	chr8	95109992	95116550	-	6559	0	0	0
ENSG00000263392	chr8	29171273	29171365	-	93	0	0	0
ENSG00000225198	chrX	48015795	48025778	+	9984	0	0	1
ENSG00000266476	chr8	29180781	29180873	-	93	0	0	0
ENSG00000249510	chr8	95214141	95215280	-	1140	0	0	0
ENSG00000244146	chr4	165841770	165842215	-	446	1752	83	157
ENSG00000196782	chr4	140637907	141075338	-	437432	27	14	15
ENSG00000260253	chr8	29209937	29210687	-	751	7	6	2
ENSG00000244217	chr8	95365151	95365881	+	731	9	3	26
ENSG00000221891	chr4	165850646	165851103	-	458	0	0	0
ENSG00000259713	chr15	90061754	90135187	+	73434	5	4	4
ENSG00000270960	chr4	165854238	165854658	-	421	0	0	0
ENSG00000259615	chr15	90122996	90125528	-	2533	0	0	0
ENSG00000246090	chr4	100010008	100222513	+	212506	25	11	15
ENSG00000254315	chr8	95545856	95546619	+	764	0	0	0
ENSG00000248645	chr4	165859474	165861142	-	1669	0	0	19
ENSG00000253704	chr8	95565950	95581973	+	16024	1	1	8
ENSG00000241362	chr15	90231168	90231474	-	307	0	0	0
ENSG00000223615	chr9	109878065	109878235	+	171	0	0	0
ENSG00000160973	chr8	145698795	145701718	-	2924	0	0	2
ENSG00000225531	chr9	109879110	109879838	+	729	0	0	21
ENSG00000253175	chr8	95577264	95577943	+	680	0	0	0
ENSG00000259561	chr15	90247896	90248646	+	751	0	0	0
ENSG00000197465	chr4	144792020	144826716	-	34697	6521	22	15
ENSG00000121089	chr4	165864442	165865089	+	648	6084	69	296
ENSG00000226047	chr9	109879740	109883986	-	4247	20	3	1
ENSG00000206590	chr15	90257463	90257569	+	107	0	0	0
ENSG00000254190	chr8	95602343	95602487	+	145	0	0	0
ENSG00000259441	chr15	90295527	90296724	+	1198	0	0	0
ENSG00000073067	chr7	1022835	1029276	+	6442	0	0	1
ENSG00000207515	chrX	89852234	89852339	-	106	0	0	0
ENSG00000254283	chr8	95606639	95606829	+	191	0	0	2
ENSG00000258256	chr8	86134675	86157946	-	23272	0	0	0
ENSG00000206062	chrX	90562780	90563877	+	1098	0	0	1
ENSG00000264966	chr15	90393869	90393953	-	85	0	0	0
ENSG00000238032	chrX	48037167	48037459	-	293	0	0	5
ENSG00000261437	chr8	95649513	95651695	-	2183	0	0	1
ENSG00000236941	chr4	165869231	165899980	+	30750	0	0	93
ENSG00000259677	chr15	90419772	90420517	+	746	0	0	0
ENSG00000241003	chr8	95700456	95700838	+	383	0	0	0
ENSG00000257962	chr8	86158524	86162077	-	3554	0	0	0
ENSG00000264796	chr15	90427163	90427262	-	100	0	0	0
ENSG00000234780	chrX	48056657	48058867	+	2211	0	0	0
ENSG00000249065	chr4	100081671	100082802	-	1132	0	0	0
ENSG00000253981	chr8	8093525	8102189	-	8665	0	0	0
ENSG00000167393	chrX	294698	347690	-	52993	35	6	148
ENSG00000212420	chr15	90429717	90429823	-	107	0	0	0
ENSG00000253429	chr8	95721180	95721472	-	293	5	4	3
ENSG00000259316	chr15	64472547	64665980	-	193434	1591	11	44
ENSG00000166206	chr15	26788693	27184686	-	395994	84	19	235
ENSG00000252645	chr15	90440808	90440869	+	62	0	0	0
ENSG00000252856	chrX	48065693	48065809	+	117	0	0	0
ENSG00000226535	chr9	109931850	109933429	-	1580	0	0	129
ENSG00000199701	chr8	95725943	95726040	-	98	0	0	1
ENSG00000259273	chr15	90479724	90480237	+	514	0	0	0
ENSG00000253632	chr8	29384829	29387840	+	3012	0	0	18
ENSG00000204368	chrX	48072226	48077445	+	5220	0	0	0
ENSG00000254307	chr8	95803871	95805334	-	1464	0	0	0
ENSG00000250300	chr4	100390755	100419855	-	29101	243	3	3
ENSG00000253182	chr8	29405688	29421858	+	16171	0	0	1
ENSG00000265871	chr15	90549987	90550073	+	87	0	0	0
ENSG00000243844	chr8	29489607	29490160	+	554	27	18	5
ENSG00000236337	chrX	147028461	147029103	+	643	0	0	0
ENSG00000259291	chr15	90617747	90625439	-	7693	0	0	0
ENSG00000226825	chr9	110182565	110193083	-	10519	2	2	0
ENSG00000248676	chr4	100515956	100547070	-	31115	0	0	0
ENSG00000259685	chr15	90645881	90676674	+	30794	4	3	3
ENSG00000254136	chr8	52908770	52920915	-	12146	0	0	0
ENSG00000234161	chrX	90669877	90689998	-	20122	0	0	5
ENSG00000251191	chr8	29531438	29605625	-	74188	43	10	2
ENSG00000263714	chr15	90673649	90673945	+	297	0	0	0
ENSG00000183578	chr15	51348795	51397473	-	48679	0	0	0
ENSG00000201285	chrX	147089620	147089735	-	116	0	0	0
ENSG00000236413	chrX	90677308	90677537	+	230	0	0	0
ENSG00000240470	chr15	90709465	90709756	+	292	0	0	0
ENSG00000068400	chrX	48830134	48858675	-	28542	0	0	609
ENSG00000219507	chrX	147133753	147134266	+	514	9121	60	918
ENSG00000230275	chrX	90815435	90816596	-	1162	0	0	0
ENSG00000167306	chr18	47349183	47721463	-	372281	10	8	27
ENSG00000245322	chr4	100871163	101116256	+	245094	13	12	14
ENSG00000099998	chr22	24615622	24641110	-	25489	0	0	3
ENSG00000254314	chr8	53063380	53067452	+	4073	0	0	0
ENSG00000222440	chrX	91053092	91053282	+	191	0	0	0
ENSG00000253490	chr8	29605825	29656008	+	50184	4	1	7
ENSG00000234702	chrX	91237654	91238504	-	851	0	0	0
ENSG00000253551	chr8	53106922	53112140	+	5219	0	0	0
ENSG00000253505	chr8	8272200	8282142	-	9943	0	0	1
ENSG00000233467	chrX	147279534	147280398	-	865	14	1	121
ENSG00000250403	chr4	100911894	100912634	-	741	0	0	0
ENSG00000263459	chr9	110195821	110195890	-	70	0	0	0
ENSG00000227541	chrX	119335910	119336597	-	688	0	0	0
ENSG00000213558	chr9	110220319	110220587	-	269	1	1	5
ENSG00000229132	chrX	91368245	91369460	-	1216	0	0	0
ENSG00000248820	chr4	100962998	100963261	-	264	0	0	0
ENSG00000253924	chr8	53207015	53214502	+	7488	0	0	0
ENSG00000176970	chrX	147546228	147546948	+	721	0	0	0
ENSG00000254153	chr8	8314419	8318847	-	4429	9	2	0
ENSG00000237757	chrX	119344309	119346528	-	2220	0	0	0
